,tweet_id,text,favorite_count,retweet_count,created_at
10,1486023357380403208,RT : We live in a society (Lebanon and the middle east in general) where social ties are appreciated and encouraged. By socially d…,0,1,Tue Jan 25 17:09:12 +0000 2022
11,1486022881519747080,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 17:07:18 +0000 2022
12,1486021729847844864,The #CalHOPECourageAward is sharing inspiring stories of student-athletes at California colleges overcoming the str… https://t.co/NGJygUd6Be,0,1,Tue Jan 25 17:02:44 +0000 2022
13,1486020369706332171,We live in a society (Lebanon and the middle east in general) where social ties are appreciated and encouraged. By… https://t.co/swdjosrO2O,2,1,Tue Jan 25 16:57:19 +0000 2022
14,1486018671680311296,"RT : As someone who has suffered with severe OCD, I believe this. The panic, lockdowns, &amp; restrictions to COVID are one-dimensi…",0,1,Tue Jan 25 16:50:34 +0000 2022
15,1486017273668198402,"As someone who has suffered with severe OCD, I believe this. The panic, lockdowns, &amp; restrictions to COVID are one-… https://t.co/TmIwMYyFKl",6,1,Tue Jan 25 16:45:01 +0000 2022
16,1486014798672314370,RT : TODAY! 's SWCC is hosting a virtual 4-week pilot group on coping with COVID-19. Join psychology resident Michae…,0,8,Tue Jan 25 16:35:11 +0000 2022
17,1486007693479448584,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 16:06:57 +0000 2022
18,1486006496408256517,We have COVID-19 support groups &amp; other free crisis counseling programs for the community. These are intended to te… https://t.co/BiS7orM7ZY,0,0,Tue Jan 25 16:02:12 +0000 2022
19,1486006342057869317,"🆕NHS Borders - Working with Alcohol and Anxiety Together
📅Fri 25th Feb, 10am-2pm
👉This half day seminar explores th… https://t.co/cCcOz4NozH",0,0,Tue Jan 25 16:01:35 +0000 2022
20,1486005357302493189,"RT : Worried about staying safe at #school because of #Covid? If you're aged 11-19 and need to talk to someone, text #ChatHealth on…",0,2,Tue Jan 25 15:57:40 +0000 2022
21,1486004660431376388,Every aspect of our daily lives has been affected by Covid-19 in all the different variants. The anxiety caused by… https://t.co/S4S0utfI0P,0,0,Tue Jan 25 15:54:54 +0000 2022
22,1486000912443363338,The COVID-19 pandemic brought feelings of stress and anxiety to many people. Those feelings lingered from the early… https://t.co/d7ISOYQ4tZ,0,0,Tue Jan 25 15:40:00 +0000 2022
23,1485999245983371274,RT : TODAY! 's SWCC is hosting a virtual 4-week pilot group on coping with COVID-19. Join psychology resident Michae…,0,8,Tue Jan 25 15:33:23 +0000 2022
24,1485993651822080001,"RT : Worried about staying safe at #school because of #Covid? If you're aged 11-19 and need to talk to someone, text #ChatHealth on…",0,2,Tue Jan 25 15:11:09 +0000 2022
25,1485993373701976068,"Worried about staying safe at #school because of #Covid? If you're aged 11-19 and need to talk to someone, text… https://t.co/4kSJEXWeS1",2,2,Tue Jan 25 15:10:03 +0000 2022
26,1485991483446595587,The sharp selloff and surprise rally in U.S. stocks on Monday came from market uncertainty caused by rising inflati… https://t.co/RdtjYHPkkl,0,0,Tue Jan 25 15:02:32 +0000 2022
27,1485990447982026762,RT : TODAY! 's SWCC is hosting a virtual 4-week pilot group on coping with COVID-19. Join psychology resident Michae…,0,8,Tue Jan 25 14:58:25 +0000 2022
28,1485985983514521610,RT : Ways to keep anxiety and sadness from creeping in while you recover from COVID-19: https://t.co/xzL0kmDWLL,0,6,Tue Jan 25 14:40:41 +0000 2022
29,1485970494126170114,RT : TODAY! 's SWCC is hosting a virtual 4-week pilot group on coping with COVID-19. Join psychology resident Michae…,0,8,Tue Jan 25 13:39:08 +0000 2022
30,1485969832663302144,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 13:36:30 +0000 2022
31,1485968243110129665,"Living with COVID-19 may see employees experiencing a high degree of uncertainty, worry, anxiety, and stress. Take… https://t.co/SnTDN7DXif",0,0,Tue Jan 25 13:30:11 +0000 2022
32,1485968012607905797,RT : TODAY! 's SWCC is hosting a virtual 4-week pilot group on coping with COVID-19. Join psychology resident Michae…,0,8,Tue Jan 25 13:29:16 +0000 2022
33,1485967887525466121,"RT : One in four Canadians aged 18 and older experienced symptoms consistent with depression, anxiety or post-traumatic stress…",0,13,Tue Jan 25 13:28:46 +0000 2022
34,1485966690722754563,RT : TODAY! 's SWCC is hosting a virtual 4-week pilot group on coping with COVID-19. Join psychology resident Michae…,0,8,Tue Jan 25 13:24:01 +0000 2022
35,1485964124668395522,Don’t let fear and anxiety due to COVID-19 stop you from praying and believing for greater things this year. Learn… https://t.co/flvWenS0V8,6,0,Tue Jan 25 13:13:49 +0000 2022
36,1485963408294006785,RT : TODAY! 's SWCC is hosting a virtual 4-week pilot group on coping with COVID-19. Join psychology resident Michae…,0,8,Tue Jan 25 13:10:59 +0000 2022
37,1485963187027595270,TODAY! 's SWCC is hosting a virtual 4-week pilot group on coping with COVID-19. Join psychology resident… https://t.co/vbWVQDkDVL,6,8,Tue Jan 25 13:10:06 +0000 2022
38,1485963147911614466,"RT : If anxiety around needles is why you haven’t had your #COVID19 vaccine yet, ask for a familiarisation visit at a clinic. Spe…",0,3,Tue Jan 25 13:09:56 +0000 2022
39,1485962944546435072,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 13:09:08 +0000 2022
40,1485961102286594055,"Even with the recent Omicron-fueled surge of coronavirus cases, family travel is rebounding in a big way in the U.S… https://t.co/MZfVRvlYVo",0,0,Tue Jan 25 13:01:49 +0000 2022
41,1485959125154545679,RT : Ways to keep anxiety and sadness from creeping in while you recover from COVID-19: https://t.co/xzL0kmDWLL,0,6,Tue Jan 25 12:53:57 +0000 2022
42,1485956635986169861,"RT : If anxiety around needles is why you haven’t had your #COVID19 vaccine yet, ask for a familiarisation visit at a clinic. Spe…",0,3,Tue Jan 25 12:44:04 +0000 2022
43,1485955524034285575,RT : Ways to keep anxiety and sadness from creeping in while you recover from COVID-19: https://t.co/xzL0kmDWLL,0,6,Tue Jan 25 12:39:39 +0000 2022
44,1485955467134312448,RT : The data comes from the Centre for Addiction and Mental Health’s ninth national survey with technology company Delvinia on…,0,2,Tue Jan 25 12:39:25 +0000 2022
45,1485955095632220175,The data comes from the Centre for Addiction and Mental Health’s ninth national survey with technology company Delv… https://t.co/E5bXhkmrWt,7,2,Tue Jan 25 12:37:57 +0000 2022
46,1485954525357699074,RT : Corona pandemic aggravates serious psychological symptoms in victims of aggression. This is the main result of a new study by…,0,2,Tue Jan 25 12:35:41 +0000 2022
47,1485954220771758083,"RT : If anxiety around needles is why you haven’t had your #COVID19 vaccine yet, ask for a familiarisation visit at a clinic. Spe…",0,3,Tue Jan 25 12:34:28 +0000 2022
48,1485953708135493634,"If anxiety around needles is why you haven’t had your #COVID19 vaccine yet, ask for a familiarisation visit at a cl… https://t.co/y5haDmB8cw",2,3,Tue Jan 25 12:32:26 +0000 2022
49,1485951777853915148,RT : Ways to keep anxiety and sadness from creeping in while you recover from COVID-19: https://t.co/xzL0kmDWLL,0,6,Tue Jan 25 12:24:46 +0000 2022
50,1485951652611993603,Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/8yLXt8tkvG,0,0,Tue Jan 25 12:24:16 +0000 2022
51,1485951355978137600,Ways to keep anxiety and sadness from creeping in while you recover from COVID-19: https://t.co/xzL0kmDWLL,13,6,Tue Jan 25 12:23:05 +0000 2022
52,1485951114311004164,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 12:22:07 +0000 2022
53,1485949637269737474,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 12:16:15 +0000 2022
54,1485946786003169284,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 12:04:55 +0000 2022
55,1485946147894087681,"RT : Providing care to others during the COVID-19 pandemic can lead to stress, anxiety, fear, and other strong emotions. We are here…",0,1,Tue Jan 25 12:02:23 +0000 2022
56,1485941029903777793,"RT : If you are looking for support for any aspect of #cancer, especially anxiety about reopening and worrying about how you w…",0,19,Tue Jan 25 11:42:03 +0000 2022
57,1485935797404672000,RT : Corona pandemic aggravates serious psychological symptoms in victims of aggression. This is the main result of a new study by…,0,2,Tue Jan 25 11:21:16 +0000 2022
58,1485934297903206406,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 11:15:18 +0000 2022
59,1485934195792912384,"RT : Nurses requesting support for anxiety, bereavement, isolation and stress.

https://t.co/yVngFFfLDv",0,1,Tue Jan 25 11:14:54 +0000 2022
60,1485932914059759616,"Nurses requesting support for anxiety, bereavement, isolation and stress.

https://t.co/yVngFFfLDv",0,1,Tue Jan 25 11:09:48 +0000 2022
61,1485932462178029569,Corona pandemic aggravates serious psychological symptoms in victims of aggression. This is the main result of a ne… https://t.co/m1i4DSmpis,2,2,Tue Jan 25 11:08:00 +0000 2022
62,1485931371667365889,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 11:03:40 +0000 2022
63,1485929468019773447,RT : Here's one of the 10 best research articles published by the MJA in 2021: Trajectories of depression and anxiety symptoms durin…,0,3,Tue Jan 25 10:56:07 +0000 2022
64,1485926748235644931,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 10:45:18 +0000 2022
65,1485919243824779266,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 10:15:29 +0000 2022
66,1485917941581287426,Trajectories of depression and anxiety symptoms during the COVID‐19 pandemic in a representative Australian adult c… https://t.co/jz89ECLxYp,0,0,Tue Jan 25 10:10:18 +0000 2022
67,1485916698268286984,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 10:05:22 +0000 2022
68,1485913935333179392,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:54:23 +0000 2022
69,1485913850469924869,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:54:03 +0000 2022
70,1485912244235948033,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:47:40 +0000 2022
71,1485910316177567746,RT : Here's one of the 10 best research articles published by the MJA in 2021: Trajectories of depression and anxiety symptoms durin…,0,3,Tue Jan 25 09:40:00 +0000 2022
72,1485909887754588161,RT : Here's one of the 10 best research articles published by the MJA in 2021: Trajectories of depression and anxiety symptoms durin…,0,3,Tue Jan 25 09:38:18 +0000 2022
73,1485908391453102083,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:32:22 +0000 2022
74,1485907663628214272,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:29:28 +0000 2022
75,1485907589187743745,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:29:10 +0000 2022
76,1485906931415859201,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:26:33 +0000 2022
77,1485905484435509249,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:20:48 +0000 2022
78,1485905015206125570,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:18:57 +0000 2022
79,1485904881898733571,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:18:25 +0000 2022
80,1485904503366893570,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:16:55 +0000 2022
81,1485904091876413443,"RT : With nearly 1,000 nursing vacancies in NB, nurses have been working short staffed for years, causing severe anxiety and stre…",0,5,Tue Jan 25 09:15:16 +0000 2022
82,1485903393952616449,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:12:30 +0000 2022
83,1485902744271654918,"🔴Today at 15h CET #STOA event: 
What are the #mentalhealth consequences of the #coronacrisis?

👉Interview with stud… https://t.co/mu0BbWlqXp",5,0,Tue Jan 25 09:09:55 +0000 2022
84,1485902663393120257,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:09:36 +0000 2022
85,1485902600717307907,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:09:21 +0000 2022
86,1485902429610774532,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:08:40 +0000 2022
87,1485902192393744391,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 09:07:44 +0000 2022
88,1485901938751602688,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:06:43 +0000 2022
89,1485901580947771393,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:05:18 +0000 2022
90,1485901435237986307,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:04:43 +0000 2022
91,1485901279331495938,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:04:06 +0000 2022
92,1485901187446546434,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:03:44 +0000 2022
93,1485901150855794689,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,0,34,Tue Jan 25 09:03:35 +0000 2022
94,1485901004457533440,Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/3NEESiYCUm,92,34,Tue Jan 25 09:03:00 +0000 2022
95,1485900255967133698,Here's one of the 10 best research articles published by the MJA in 2021: Trajectories of depression and anxiety sy… https://t.co/dEgbxHepRQ,3,3,Tue Jan 25 09:00:02 +0000 2022
96,1485884728087568387,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 07:58:20 +0000 2022
97,1485870728985837571,RT : Just a simple question....why we aren't getting any updates regarding NIFT exams?? We were already stressed bcoz of our ex…,0,1,Tue Jan 25 07:02:42 +0000 2022
98,1485865835688173568,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 06:43:15 +0000 2022
99,1485856449192669189,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 06:05:58 +0000 2022
100,1485853890373431297,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:55:47 +0000 2022
101,1485847444923555841,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:30:11 +0000 2022
102,1485846900649914374,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:28:01 +0000 2022
103,1485845161628565504,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:21:06 +0000 2022
104,1485844645972254722,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:19:03 +0000 2022
105,1485843096654995456,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:12:54 +0000 2022
106,1485843075838533632,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:12:49 +0000 2022
107,1485842884289241088,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:12:03 +0000 2022
108,1485842702738812928,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:11:20 +0000 2022
109,1485842578146664449,"Since COVID-19 first emerged, a flurry of research in addition to Guzick’s has been conducted looking at the exacer… https://t.co/cpY25rQO4l",0,0,Tue Jan 25 05:10:50 +0000 2022
110,1485841961651421185,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:08:23 +0000 2022
111,1485841639239208963,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:07:07 +0000 2022
112,1485841555239886852,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:06:47 +0000 2022
113,1485841088640335873,"RT : Modern Farmer - Climate grief, farmers ( &amp; others) exposed to extreme weather events are vulnerable to depression, anx…",0,1,Tue Jan 25 05:04:55 +0000 2022
114,1485841068226592770,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:04:50 +0000 2022
115,1485840977944358919,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:04:29 +0000 2022
116,1485840977235673088,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:04:29 +0000 2022
117,1485840931341406209,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:04:18 +0000 2022
118,1485840891743203336,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:04:08 +0000 2022
119,1485840873451573248,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:04:04 +0000 2022
120,1485840752554897411,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:03:35 +0000 2022
121,1485840731587497984,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:03:30 +0000 2022
122,1485840700092698626,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:03:23 +0000 2022
123,1485840654550900736,RT : Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,0,35,Tue Jan 25 05:03:12 +0000 2022
124,1485840605712371713,Pandemic anxiety is fueling OCD symptoms—even for people without the disorder https://t.co/sth8jwUrAf,85,35,Tue Jan 25 05:03:00 +0000 2022
125,1485840302909050881,"RT : For more information, take a look at our resources for reducing #covid19 anxiety, and for staying mentally and physical…",0,1,Tue Jan 25 05:01:48 +0000 2022
126,1485839919994249217,"For more information, take a look at our resources for reducing #covid19 anxiety, and for staying mentally and phys… https://t.co/0bQVpWYGQg",0,1,Tue Jan 25 05:00:17 +0000 2022
127,1485838322589380611,"RT : How to Prevent COVID-19 Disease

Masking 🔴
Social distancing 🔴
Lockdowns 🔴
Mass Vaccination 🔴
Fear and anxiety 🔴
Obesity…",0,1,Tue Jan 25 04:53:56 +0000 2022
128,1485837280887676930,"I have epilepsy, brought on by stress, anxiety &amp; depression. I have Grand Mal seizures. If I get a high fever from… https://t.co/stzbUPB6f2",0,0,Tue Jan 25 04:49:47 +0000 2022
129,1485820577956962305,"RT : Covid vaccination reduced symptoms of depression by 27% and anxiety by 28%, according to new research https://t.co/sW4CSb…",0,114,Tue Jan 25 03:43:25 +0000 2022
130,1485800124244803589,"RT : talking w/parents, family activities, physical activities + better sleep were among the top predictors of high positive affe…",0,8,Tue Jan 25 02:22:09 +0000 2022
131,1485786408061128706, this post empowers individuals by educating them on the signs and symptoms of anxiety and panic at… https://t.co/RWxKxkQq6R,0,0,Tue Jan 25 01:27:38 +0000 2022
132,1485778712687693831, How many times have I convinced myself that allergies are COVID-19? Every single time. Lots of negat… https://t.co/aALGwrwTqC,9,0,Tue Jan 25 00:57:04 +0000 2022
133,1485771650138316806,"The pandemic prompted a surge in referrals for a variety of mental health challenges, including the effects of losi… https://t.co/OBW5szdgPQ",1,0,Tue Jan 25 00:29:00 +0000 2022
134,1485754548660670467,"COVID-19 more common in people reporting stress, anxiety, and depression, study finds. #COVID19 #coronavirus… https://t.co/HAEqBw6N5V",0,0,Mon Jan 24 23:21:03 +0000 2022
135,1485754104718708740,"RT : Unsure how to manage workplace anxiety in the context of COVID-19? Are you or your team members struggling?

Join us on Tue…",0,1,Mon Jan 24 23:19:17 +0000 2022
136,1485752218791911428,Want a reason to take a light walk? A recent link of worse mental health to chronic sitting has been found. Time to… https://t.co/DTYEPIOoGI,0,0,Mon Jan 24 23:11:47 +0000 2022
137,1485747369777979396,"RT : Our new paper out today  
'Impact of COVID-19 on HCPs exposed to drug-related deaths' 
Significant implicat…",0,21,Mon Jan 24 22:52:31 +0000 2022
138,1485738878606712837,"RT : Our new paper out today  
'Impact of COVID-19 on HCPs exposed to drug-related deaths' 
Significant implicat…",0,21,Mon Jan 24 22:18:47 +0000 2022
139,1485737995135520768,"RT : 76 million new cases of anxiety in 2020 &amp; 53 million new cases of depression, all due to #COVID-19. How to deal with i…",0,3,Mon Jan 24 22:15:16 +0000 2022
140,1485736432719253511,"Providing care to others during the COVID-19 pandemic can lead to stress, anxiety, fear, and other strong emotions.… https://t.co/mqMYgWkag4",2,1,Mon Jan 24 22:09:03 +0000 2022
141,1485734917560438784,Makes sense - now that can’t get PCR testing for COVID-19 - that we need a clear way to make a Dx. I worry the CFS/… https://t.co/qGydhqzLge,4,0,Mon Jan 24 22:03:02 +0000 2022
142,1485734796693327875,"RT : Our new paper out today  
'Impact of COVID-19 on HCPs exposed to drug-related deaths' 
Significant implicat…",0,21,Mon Jan 24 22:02:33 +0000 2022
143,1485733144363999233,"RT : Working in #education right now can create a lot of #anxiety. If you’re looking for supports, visit… https://t.co/fMhRIHcsLZ",0,0,Mon Jan 24 21:55:59 +0000 2022
144,1485731931413123072,"RT : From changes to everyday life like handwashing &amp; masks, to disruption &amp; anxiety around going to school, the pandemic h…",0,2,Mon Jan 24 21:51:10 +0000 2022
145,1485724945258885126," 1. Have to have your vaccinations to go to school, those have been around for years. This is only… https://t.co/WtnrkvyhnO",18,0,Mon Jan 24 21:23:25 +0000 2022
146,1485722922325053440,"RT : Covid-19 rules are changing across the UK this week, and we know that some people in our community will have mixed feelin…",0,2,Mon Jan 24 21:15:22 +0000 2022
147,1485720417260253186,"RT : Our new paper out today  
'Impact of COVID-19 on HCPs exposed to drug-related deaths' 
Significant implicat…",0,21,Mon Jan 24 21:05:25 +0000 2022
148,1485719745043304450,"RT : Our new paper out today  
'Impact of COVID-19 on HCPs exposed to drug-related deaths' 
Significant implicat…",0,21,Mon Jan 24 21:02:45 +0000 2022
149,1485719467111899139,A new Canadian study has found that depression and anxiety symptoms have doubled in children and adolescents compar… https://t.co/jt0iVfhjN5,1,0,Mon Jan 24 21:01:38 +0000 2022
150,1485714143592255489,"RT : Our new paper out today  
'Impact of COVID-19 on HCPs exposed to drug-related deaths' 
Significant implicat…",0,21,Mon Jan 24 20:40:29 +0000 2022
151,1485713829904502785,"RT : Our new paper out today  
'Impact of COVID-19 on HCPs exposed to drug-related deaths' 
Significant implicat…",0,21,Mon Jan 24 20:39:14 +0000 2022
152,1485709727011061765,"RT : Covid vaccination reduced symptoms of depression by 27% and anxiety by 28%, according to new research https://t.co/sW4CSb…",0,114,Mon Jan 24 20:22:56 +0000 2022
153,1485709420445192193,"RT : Covid vaccination reduced symptoms of depression by 27% and anxiety by 28%, according to new research https://t.co/sW4CSb…",0,114,Mon Jan 24 20:21:43 +0000 2022
154,1485708384393334785,"RT : From changes to everyday life like handwashing &amp; masks, to disruption &amp; anxiety around going to school, the pandemic h…",0,2,Mon Jan 24 20:17:36 +0000 2022
155,1485707845341483010," Not so much, well at least not in these COVID-19 times.

I’d suggest talking to a doctor about anxi… https://t.co/CMgvW11sG6",0,0,Mon Jan 24 20:15:28 +0000 2022
156,1485707719327768580,"RT : Our new paper out today  
'Impact of COVID-19 on HCPs exposed to drug-related deaths' 
Significant implicat…",0,21,Mon Jan 24 20:14:58 +0000 2022
157,1485706870123859969,"From changes to everyday life like handwashing &amp; masks, to disruption &amp; anxiety around going to school, the pandemi… https://t.co/AsaIkMDqIh",4,2,Mon Jan 24 20:11:35 +0000 2022
158,1485706443940511745,"The need for these skills has increased during my coaching career.

Social Media, dependence on technology, the inc… https://t.co/kWC80I4Ynw",0,0,Mon Jan 24 20:09:53 +0000 2022
